PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,CLP_USD,FMV_USD,YURTICI_TAMIR_MALIYETI_USD,YURTDISI_TAMIR_MALIYETI_USD,FAAL_ADET,GAYRIFAAL_ADET,YURTICI_TAMIRDE_ADET,YURTDISI_TAMIRDE_ADET,ACIK_SATINALMA_ADET,EXCHANGE_IN_ADET,EXCHANGE_OUT_ADET,HOMEBASE_DEPO_ADET,TOPLAM_ENVANTER_ADET
PN-100851,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,3020,1630,,770,3,0,0,0,1,1,1,2,8
PN-100852,80,STARTING,AIRBUS,A319-100,YOK,2770,1770,,180,1,0,0,1,0,0,0,0,2
PN-100853,27,FLIGHT CONTROLS,AIRBUS,A321-200,YOK,460,90,,110,1,0,0,0,0,0,0,1,2
PN-100854,28,FUEL,AIRBUS,A330-200,YOK,700,120,,110,1,0,0,2,1,0,0,1,5
PN-100855,76,ENGINE CONTROLS,AIRBUS,A321-200,YOK,3530,1390,,1630,1,0,0,1,0,0,0,1,3
PN-100856,27,FLIGHT CONTROLS,AIRBUS,A330-300,VAR,4250,1990,1800.0,2760,1,1,1,0,0,0,0,1,4
PN-100857,22,AUTO FLIGHT,AIRBUS,A321neo,VAR,3080,1980,2290.0,3080,2,0,0,0,0,1,0,1,4
PN-100858,56,WINDOWS,BOEING,737-800,VAR,1010,380,100.0,200,1,1,0,0,0,0,0,1,3
PN-100859,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,12790,3560,,900,5,1,0,1,0,0,1,5,13
PN-100860,80,STARTING,AIRBUS,A321-200,YOK,3640,600,,630,1,0,0,0,0,0,0,1,2
PN-100861,79,OIL,AIRBUS,A321-200,VAR,6120,1570,980.0,1850,2,0,0,0,1,0,0,1,4
PN-100862,24,ELECTRICAL POWER,AIRBUS,A330-300,YOK,9750,3830,,5720,3,0,0,1,1,0,1,1,7
PN-100863,73,ENGINE FUEL AND CONTROL,AIRBUS,A330-300,YOK,890,170,,90,2,1,0,2,0,0,1,1,7
PN-100864,74,IGNITION,AIRBUS,A321-200,YOK,16730,5270,,3750,10,5,0,3,1,0,1,3,23
PN-100865,71,POWER PLANT,AIRBUS,A321-200,YOK,3520,1620,,2170,2,1,0,2,2,0,0,2,9
PN-100866,74,IGNITION,BOEING,737-800,YOK,200,80,,50,0,0,0,0,0,0,0,1,1
PN-100867,74,IGNITION,BOEING,737-800,YOK,170,70,,80,2,1,0,2,0,0,0,1,6
PN-100868,32,LANDING GEAR,AIRBUS,A320-200,YOK,1540,340,,100,3,1,0,4,3,1,1,4,17
PN-100869,22,AUTO FLIGHT,AIRBUS,A321neo,VAR,1480,830,170.0,330,2,0,0,0,1,0,1,1,5
PN-100870,32,LANDING GEAR,BOEING,777-300ER,YOK,7190,4380,,1930,1,1,0,1,0,0,0,0,3
PN-100871,26,FIRE PROTECTION,AIRBUS,A319-100,VAR,4170,2460,740.0,1250,8,0,3,2,2,1,0,2,18
PN-100872,23,COMMUNICATIONS,BOEING,737 MAX 8,VAR,100,50,50.0,50,1,0,0,0,0,0,0,1,2
PN-100873,24,ELECTRICAL POWER,AIRBUS,A320-200,VAR,8960,1980,520.0,740,6,2,1,1,1,1,0,3,15
PN-100874,71,POWER PLANT,AIRBUS,A330-200,YOK,870,320,,240,4,1,0,2,0,1,0,1,9
PN-100875,35,OXYGEN,AIRBUS,A321neo,YOK,1370,720,,520,2,0,0,2,1,0,1,0,6
PN-100876,36,PNEUMATIC,AIRBUS,A319-100,YOK,5190,1070,,350,4,5,0,8,1,1,4,1,24
PN-100877,72,ENGINE,BOEING,777-300ER,YOK,190,70,,50,8,0,0,3,1,0,0,8,20
PN-100878,36,PNEUMATIC,AIRBUS,A321neo,YOK,6070,2400,,2400,1,0,0,0,0,0,1,1,3
PN-100879,52,DOORS,BOEING,777-F,YOK,23010,11700,,5210,3,1,0,3,1,0,2,2,12
PN-100880,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,1830,790,,510,1,0,0,0,0,0,0,2,3
PN-100881,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,760,390,,140,2,0,0,2,2,0,0,1,7
PN-100882,32,LANDING GEAR,BOEING,777-300ER,VAR,1820,360,130.0,220,1,0,1,0,0,0,0,1,3
PN-100883,25,EQUIPMENT / FURNISHINGS,AIRBUS,A330-300,VAR,540,200,70.0,110,1,0,0,0,0,0,0,1,2
PN-100884,74,IGNITION,AIRBUS,A320neo,YOK,1620,710,,420,2,1,0,1,0,0,0,1,5
PN-100885,72,ENGINE,BOEING,737-800,YOK,5540,2730,,2290,4,1,0,4,0,1,3,3,16
PN-100886,22,AUTO FLIGHT,AIRBUS,A330-300,YOK,1440,430,,430,0,0,0,0,0,0,0,1,1
PN-100887,26,FIRE PROTECTION,BOEING,777-F,VAR,1130,440,80.0,150,3,1,1,0,0,0,0,1,6
PN-100888,21,AIR CONDITIONING,AIRBUS,A321neo,YOK,530,360,,200,1,0,0,1,0,0,0,2,4
PN-100889,28,FUEL,AIRBUS,A320neo,YOK,4440,1790,,500,11,2,0,2,2,1,0,3,21
PN-100890,23,COMMUNICATIONS,AIRBUS,A320-200,VAR,4920,3220,1880.0,2880,2,1,0,0,0,0,0,1,4
PN-100891,71,POWER PLANT,BOEING,737-800,YOK,2390,1110,,360,1,0,0,1,0,0,0,1,3
PN-100892,35,OXYGEN,BOEING,787-9,YOK,560,150,,110,2,0,0,1,0,0,0,1,4
PN-100893,80,STARTING,AIRBUS,A319-100,YOK,4480,2560,,480,2,0,0,0,1,0,0,0,3
PN-100894,72,ENGINE,BOEING,737-800,YOK,2630,880,,380,18,1,0,6,2,2,1,7,37
PN-100895,49,AIRBORNE AUXILIARY POWER (APU),BOEING,777-300ER,YOK,310,180,,130,3,1,0,1,0,1,1,1,8
PN-100896,35,OXYGEN,AIRBUS,A320-200,YOK,2320,910,,490,1,0,0,1,0,0,0,1,3
PN-100897,22,AUTO FLIGHT,AIRBUS,A320-200,VAR,2150,790,100.0,150,4,1,0,1,1,0,1,2,10
PN-100898,22,AUTO FLIGHT,BOEING,737-800,YOK,720,230,,340,1,0,0,0,0,0,0,1,2
PN-100899,52,DOORS,BOEING,737-800,VAR,590,330,140.0,170,1,0,0,0,0,0,0,0,1
PN-100900,21,AIR CONDITIONING,AIRBUS,A320-200,VAR,19100,8530,8560.0,13940,3,3,0,1,1,1,0,2,11
PN-100901,22,AUTO FLIGHT,BOEING,737 MAX 8,YOK,2690,940,,880,1,0,0,1,0,0,0,0,2
PN-100902,26,FIRE PROTECTION,AIRBUS,A330-200,YOK,750,260,,410,1,0,0,0,0,0,0,0,1
PN-100903,76,ENGINE CONTROLS,BOEING,777-300ER,YOK,1540,490,,130,4,3,0,2,0,1,0,3,13
PN-100904,32,LANDING GEAR,BOEING,737 MAX 8,YOK,7600,4530,,3280,9,4,0,0,0,1,1,2,17
PN-100905,71,POWER PLANT,BOEING,737 MAX 8,VAR,2960,790,1010.0,1420,1,0,0,0,0,0,0,1,2
PN-100906,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A330-200,VAR,5470,3540,1010.0,1940,1,0,0,0,0,0,1,1,3
PN-100907,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320neo,YOK,14850,9380,,9960,1,0,0,0,1,0,0,0,2
PN-100908,30,ICE & RAIN PROTECTION,AIRBUS,A330-200,VAR,2870,1400,1360.0,1760,12,0,2,3,2,2,2,3,26
PN-100909,23,COMMUNICATIONS,AIRBUS,A320-200,VAR,1680,1140,890.0,1450,3,1,2,1,2,0,1,2,12
PN-100910,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,8690,4250,,970,3,1,0,0,1,0,1,0,6
PN-100911,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,YOK,130,60,,80,4,1,0,1,0,0,0,1,7
PN-100912,30,ICE & RAIN PROTECTION,AIRBUS,A330-200,YOK,600,50,,50,1,0,0,1,0,0,0,0,2
PN-100913,80,STARTING,AIRBUS,A319-100,VAR,2990,740,120.0,200,1,0,0,0,1,1,0,1,4
PN-100914,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321-200,YOK,5650,1660,,3100,6,0,0,2,0,0,0,1,9
PN-100915,32,LANDING GEAR,AIRBUS,A320neo,YOK,53580,16520,,3900,5,2,0,3,0,1,1,4,16
PN-100916,36,PNEUMATIC,AIRBUS,A350-900,YOK,140,80,,80,2,1,0,2,0,0,0,0,5
PN-100917,73,ENGINE FUEL AND CONTROL,BOEING,737-900ER,YOK,2840,590,,870,3,1,0,1,1,1,0,3,10
PN-100918,27,FLIGHT CONTROLS,AIRBUS,A319-100,YOK,190,130,,80,2,1,0,1,1,1,1,1,8
PN-100919,52,DOORS,BOEING,737 MAX 8,YOK,500,360,,310,1,1,0,1,0,0,0,1,4
PN-100920,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,19350,8430,,7270,3,1,0,0,0,0,0,1,5
PN-100921,36,PNEUMATIC,AIRBUS,A321-200,VAR,3050,840,150.0,220,1,1,0,0,1,0,0,1,4
PN-100922,32,LANDING GEAR,BOEING,737-800,YOK,42590,21550,,8930,3,0,0,3,1,2,0,4,13
PN-100923,24,ELECTRICAL POWER,AIRBUS,A321neo,VAR,37920,18330,10630.0,13000,3,1,1,2,1,1,1,2,12
PN-100924,27,FLIGHT CONTROLS,AIRBUS,A320-200,YOK,1440,320,,190,4,0,0,0,1,1,0,3,9
PN-100925,79,OIL,AIRBUS,A330-200,VAR,1000,480,160.0,250,1,0,0,0,0,0,0,1,2
PN-100926,36,PNEUMATIC,AIRBUS,A320-200,VAR,1440,430,280.0,570,1,0,1,0,0,0,0,0,2
PN-100927,28,FUEL,BOEING,737 MAX 8,YOK,3650,1760,,1330,4,2,0,0,1,1,0,2,10
PN-100928,31,INDICATING / RECORDING SYSTEMS,BOEING,777-300ER,YOK,410,240,,90,5,1,0,3,2,0,1,10,22
PN-100929,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737 MAX 8,YOK,25980,11370,,16330,5,1,0,1,1,0,0,1,9
PN-100930,35,OXYGEN,AIRBUS,A330-300,YOK,2520,1760,,1840,1,0,0,0,0,0,1,1,3
PN-100931,71,POWER PLANT,AIRBUS,A330-300,VAR,3440,1380,910.0,1820,3,1,1,1,0,0,1,2,9
PN-100932,27,FLIGHT CONTROLS,BOEING,787-9,YOK,2800,2380,,2500,1,1,0,1,0,0,0,0,3
PN-100933,52,DOORS,AIRBUS,A320neo,YOK,760,300,,100,9,1,0,2,0,1,0,1,14
PN-100934,32,LANDING GEAR,AIRBUS,A320-200,YOK,1930,660,,470,5,1,0,2,0,1,1,2,12
PN-100935,79,OIL,AIRBUS,A330-300,YOK,78320,39020,,25130,2,0,0,1,0,0,0,1,4
PN-100936,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321-200,YOK,2660,890,,430,1,0,0,1,0,0,0,2,4
PN-100937,24,ELECTRICAL POWER,AIRBUS,A321-200,YOK,18010,11540,,6360,2,0,0,2,0,0,0,1,5
PN-100938,34,NAVIGATION,AIRBUS,A319-100,YOK,1330,700,,740,4,4,0,2,1,1,0,10,22
PN-100939,35,OXYGEN,AIRBUS,A330-300,YOK,100,50,,50,1,0,0,1,0,0,0,1,3
PN-100940,56,WINDOWS,AIRBUS,A320neo,YOK,9510,8030,,5800,2,0,0,1,0,0,0,1,4
PN-100941,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,YOK,1040,480,,200,5,0,0,1,0,0,1,3,10
PN-100942,77,ENGINE INDICATING,AIRBUS,A319-100,YOK,910,330,,190,1,0,0,1,0,0,0,1,3
PN-100943,34,NAVIGATION,AIRBUS,A321-200,YOK,630,150,,150,4,0,0,1,0,1,0,2,8
PN-100944,24,ELECTRICAL POWER,BOEING,737 MAX 8,YOK,660,410,,500,3,1,0,2,1,1,1,1,10
PN-100945,24,ELECTRICAL POWER,AIRBUS,A321-200,VAR,1610,680,480.0,810,1,0,0,0,0,0,0,1,2
PN-100946,80,STARTING,BOEING,737-800,YOK,3980,2020,,370,4,0,0,0,1,1,0,2,8
PN-100947,24,ELECTRICAL POWER,BOEING,737-800,YOK,5550,1720,,1060,3,1,0,1,0,0,1,2,8
PN-100948,79,OIL,AIRBUS,A321-200,YOK,17110,3470,,5150,2,0,0,1,1,1,0,2,7
PN-100949,28,FUEL,BOEING,737 MAX 8,VAR,180,130,100.0,170,3,1,0,0,0,1,1,1,7
PN-100950,23,COMMUNICATIONS,BOEING,737-800,YOK,2820,1210,,1370,3,1,0,0,0,1,0,2,7
PN-100951,28,FUEL,AIRBUS,A330-300,VAR,3610,1840,410.0,640,6,1,5,0,1,1,0,8,22
PN-100952,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A319-100,YOK,3060,1540,,590,1,0,0,1,0,1,0,0,3
PN-100953,32,LANDING GEAR,AIRBUS,A319-100,VAR,8450,6370,2630.0,3990,4,2,0,0,0,0,0,2,8
PN-100954,73,ENGINE FUEL AND CONTROL,BOEING,787-9,YOK,3510,1260,,490,5,1,0,4,1,0,1,3,15
PN-100955,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-900ER,YOK,23550,7900,,3450,7,0,0,1,1,1,1,2,13
PN-100956,31,INDICATING / RECORDING SYSTEMS,BOEING,777-300ER,YOK,2410,800,,1050,4,1,0,1,1,0,1,1,9
PN-100957,52,DOORS,BOEING,777-300ER,VAR,1360,500,160.0,310,19,4,11,3,0,5,0,11,53
PN-100958,80,STARTING,AIRBUS,A319-100,YOK,14750,8480,,5550,5,1,0,3,0,2,0,1,12
PN-100959,31,INDICATING / RECORDING SYSTEMS,BOEING,737-900ER,YOK,38910,6930,,4530,7,1,0,1,1,1,1,4,16
PN-100960,24,ELECTRICAL POWER,AIRBUS,A321neo,VAR,1170,430,410.0,770,2,1,1,0,0,0,0,2,6
PN-100961,31,INDICATING / RECORDING SYSTEMS,BOEING,737-900ER,VAR,15670,6850,2460.0,4570,1,0,0,0,0,0,1,0,2
PN-100962,74,IGNITION,AIRBUS,A319-100,YOK,3100,1120,,1150,1,0,0,1,0,0,0,1,3
PN-100963,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,21260,4470,,7230,3,1,0,2,1,0,0,0,7
PN-100964,79,OIL,BOEING,737-800,YOK,2420,570,,250,3,0,0,2,0,0,1,4,10
PN-100965,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-900ER,YOK,2480,740,,650,2,2,0,4,1,0,0,3,12
PN-100966,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A350-900,YOK,9190,4870,,2470,2,1,0,1,1,1,0,1,7
PN-100967,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,960,610,,510,3,0,0,1,1,1,0,0,6
PN-100968,77,ENGINE INDICATING,AIRBUS,A321-200,YOK,1330,560,,440,1,1,0,2,0,0,0,1,5
PN-100969,21,AIR CONDITIONING,BOEING,787-9,YOK,3170,1030,,520,7,0,0,3,1,0,0,3,14
PN-100970,28,FUEL,AIRBUS,A321neo,VAR,11660,4650,1760.0,2990,8,2,1,1,0,0,1,1,14
PN-100971,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321neo,VAR,9110,4160,900.0,1470,1,1,0,0,0,0,0,0,2
PN-100972,34,NAVIGATION,AIRBUS,A330-300,VAR,7570,4070,1030.0,1710,4,1,1,2,0,1,1,3,13
PN-100973,34,NAVIGATION,AIRBUS,A321neo,YOK,2860,370,,210,1,0,0,2,0,0,0,1,4
PN-100974,24,ELECTRICAL POWER,AIRBUS,A330-300,YOK,680,350,,340,3,1,0,2,1,1,2,2,12
PN-100975,26,FIRE PROTECTION,AIRBUS,A321neo,YOK,600,250,,150,1,1,0,0,0,0,0,1,3
PN-100976,23,COMMUNICATIONS,BOEING,737 MAX 8,VAR,2700,1960,410.0,780,5,3,1,1,4,1,2,4,21
PN-100977,36,PNEUMATIC,BOEING,777-300ER,VAR,20610,15780,9110.0,14400,0,0,1,1,0,0,0,2,4
PN-100978,30,ICE & RAIN PROTECTION,BOEING,777-300ER,YOK,3260,2140,,810,1,0,0,2,0,0,0,3,6
PN-100979,36,PNEUMATIC,AIRBUS,A330-300,VAR,5730,3360,650.0,920,6,0,0,0,1,1,0,1,9
PN-100980,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321neo,VAR,5410,1270,1010.0,1600,2,0,0,0,0,0,1,1,4
PN-100981,71,POWER PLANT,BOEING,737-800,YOK,1680,470,,220,3,1,0,1,1,0,0,1,7
PN-100982,36,PNEUMATIC,BOEING,737 MAX 8,VAR,11060,4050,2870.0,6160,1,0,1,1,0,0,1,0,4
PN-100983,52,DOORS,AIRBUS,A330-300,VAR,550,70,50.0,60,1,0,0,0,1,0,0,1,3
PN-100984,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-800,YOK,2320,1170,,860,2,1,0,1,0,0,0,1,5
PN-100985,52,DOORS,BOEING,737-800,YOK,900,140,,130,5,4,0,1,1,0,0,1,12
PN-100986,52,DOORS,BOEING,737-800,YOK,100,50,,50,2,0,0,1,0,0,0,0,3
PN-100987,29,HYDRAULIC POWER,BOEING,737-800,VAR,1460,530,160.0,220,6,2,3,0,0,2,1,1,15
PN-100988,27,FLIGHT CONTROLS,AIRBUS,A320neo,YOK,2590,650,,500,4,1,0,1,1,0,1,2,10
PN-100989,73,ENGINE FUEL AND CONTROL,AIRBUS,A330-200,YOK,11660,9910,,4430,0,0,0,1,0,0,0,1,2
PN-100990,29,HYDRAULIC POWER,AIRBUS,A330-300,YOK,8630,3090,,1760,4,0,0,6,0,0,1,3,14
PN-100991,36,PNEUMATIC,AIRBUS,A319-100,YOK,270,90,,80,1,0,0,0,0,0,0,0,1
PN-100992,26,FIRE PROTECTION,BOEING,737 MAX 8,YOK,630,250,,200,4,0,0,1,0,0,0,1,6
PN-100993,32,LANDING GEAR,AIRBUS,A350-900,YOK,860,540,,660,3,1,0,0,1,0,0,2,7
PN-100994,35,OXYGEN,AIRBUS,A320-200,YOK,3400,750,,390,1,1,0,0,1,0,0,1,4
PN-100995,52,DOORS,BOEING,737 MAX 8,VAR,3680,990,790.0,1090,0,0,0,0,1,0,0,0,1
PN-100996,35,OXYGEN,BOEING,737-800,VAR,550,290,200.0,280,2,0,0,1,0,1,0,0,4
PN-100997,30,ICE & RAIN PROTECTION,BOEING,737-800,YOK,740,240,,80,4,1,0,3,1,0,1,2,12
PN-100998,80,STARTING,AIRBUS,A321-200,YOK,910,300,,480,1,0,0,1,0,0,0,1,3
PN-100999,35,OXYGEN,BOEING,737 MAX 8,YOK,1500,830,,290,1,0,0,0,0,1,0,0,2
PN-101000,74,IGNITION,AIRBUS,A321neo,YOK,370,50,,50,2,1,0,2,0,1,0,1,7
PN-101001,72,ENGINE,AIRBUS,A330-300,YOK,3810,2340,,1200,7,2,0,1,2,2,1,3,18
PN-101002,36,PNEUMATIC,AIRBUS,A319-100,YOK,2190,1200,,410,1,0,0,0,0,0,0,0,1
PN-101003,77,ENGINE INDICATING,BOEING,737-800,YOK,740,160,,60,17,3,0,5,2,2,3,4,36
PN-101004,24,ELECTRICAL POWER,BOEING,737-800,VAR,350,140,50.0,50,6,2,1,1,0,0,0,3,13
PN-101005,77,ENGINE INDICATING,AIRBUS,A330-300,YOK,1650,860,,520,4,1,0,1,1,0,2,2,11
PN-101006,76,ENGINE CONTROLS,AIRBUS,A330-200,YOK,2000,1100,,1020,1,0,0,2,0,1,0,1,5
PN-101007,35,OXYGEN,BOEING,737-900ER,YOK,1940,760,,380,1,0,0,0,0,0,0,0,1
PN-101008,72,ENGINE,BOEING,737-800,YOK,5160,910,,800,5,4,0,1,1,2,3,6,22
PN-101009,35,OXYGEN,AIRBUS,A320neo,VAR,5360,3880,1020.0,1950,1,0,0,0,1,0,0,0,2
PN-101010,27,FLIGHT CONTROLS,BOEING,777-F,VAR,4480,2990,720.0,990,4,2,0,1,1,0,0,4,12
PN-101011,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,8280,3870,,2840,3,1,0,1,0,1,0,1,7
PN-101012,27,FLIGHT CONTROLS,BOEING,787-9,VAR,1830,760,350.0,540,4,1,0,1,0,2,0,1,9
PN-101013,29,HYDRAULIC POWER,BOEING,787-9,YOK,8950,2700,,2180,1,1,0,1,0,0,0,1,4
PN-101014,35,OXYGEN,BOEING,777-300ER,YOK,45640,13010,,10070,3,2,0,1,0,0,1,1,8
PN-101015,74,IGNITION,BOEING,737-800,VAR,740,240,70.0,130,1,0,0,0,0,0,0,1,2
PN-101016,30,ICE & RAIN PROTECTION,AIRBUS,A350-900,YOK,1900,640,,650,14,3,0,8,4,2,1,7,39
PN-101017,34,NAVIGATION,AIRBUS,A320-200,YOK,13050,9420,,7690,22,6,0,5,5,1,1,10,50
PN-101018,22,AUTO FLIGHT,AIRBUS,A330-300,VAR,580,200,60.0,110,5,4,2,2,5,4,2,2,26
PN-101019,24,ELECTRICAL POWER,BOEING,737-900ER,YOK,12890,5390,,5550,9,5,0,4,1,0,1,6,26
PN-101020,22,AUTO FLIGHT,AIRBUS,A330-200,VAR,2070,1270,350.0,630,2,1,0,1,0,0,0,1,5
PN-101021,22,AUTO FLIGHT,BOEING,737 MAX 8,YOK,3530,2380,,1030,2,1,0,5,4,2,1,2,17
PN-101022,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,540,70,,80,2,0,0,1,0,1,0,1,5
PN-101023,74,IGNITION,AIRBUS,A321-200,VAR,3880,1280,3350.0,3880,1,0,0,0,0,0,0,0,1
PN-101024,74,IGNITION,AIRBUS,A330-200,YOK,1890,740,,230,7,3,0,4,1,0,1,1,17
PN-101025,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,2380,1780,,1290,4,2,0,1,1,0,1,7,16
PN-101026,23,COMMUNICATIONS,AIRBUS,A320-200,YOK,3600,2070,,2450,2,1,0,1,0,0,0,1,5
PN-101027,28,FUEL,AIRBUS,A320-200,YOK,260,120,,70,1,0,0,0,0,0,0,1,2
PN-101028,36,PNEUMATIC,BOEING,737 MAX 8,YOK,38820,21410,,19710,1,0,0,0,1,0,0,1,3
PN-101029,29,HYDRAULIC POWER,AIRBUS,A321neo,YOK,2140,1380,,1090,1,0,0,0,0,1,0,0,2
PN-101030,34,NAVIGATION,AIRBUS,A319-100,YOK,720,210,,170,4,2,0,3,1,1,0,5,16
PN-101031,25,EQUIPMENT / FURNISHINGS,AIRBUS,A319-100,VAR,10980,4650,1760.0,2150,0,0,0,1,0,0,0,0,1
PN-101032,72,ENGINE,AIRBUS,A321neo,YOK,9670,4530,,3410,6,2,0,4,1,0,1,1,15
PN-101033,29,HYDRAULIC POWER,AIRBUS,A320-200,YOK,640,300,,160,2,0,0,1,1,0,0,0,4
PN-101034,22,AUTO FLIGHT,BOEING,737-800,YOK,200,80,,50,1,0,0,1,0,0,0,0,2
PN-101035,72,ENGINE,BOEING,737-900ER,YOK,5360,2730,,760,3,1,0,2,1,4,1,3,15
PN-101036,77,ENGINE INDICATING,AIRBUS,A320neo,YOK,1540,710,,360,1,1,0,1,0,0,0,1,4
PN-101037,21,AIR CONDITIONING,AIRBUS,A330-300,YOK,2560,850,,340,6,2,0,2,1,1,0,4,16
PN-101038,32,LANDING GEAR,AIRBUS,A320-200,VAR,4370,1480,360.0,560,1,0,0,0,0,0,1,1,3
PN-101039,74,IGNITION,AIRBUS,A321-200,YOK,1840,610,,660,1,0,0,0,0,0,0,1,2
PN-101040,71,POWER PLANT,BOEING,777-300ER,YOK,15670,10180,,7850,1,0,0,0,0,0,0,0,1
PN-101041,76,ENGINE CONTROLS,AIRBUS,A330-300,YOK,6430,4380,,2900,1,0,0,0,0,0,0,0,1
PN-101042,31,INDICATING / RECORDING SYSTEMS,BOEING,777-300ER,YOK,11050,4400,,2910,11,6,0,5,2,0,0,6,30
PN-101043,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,VAR,590,260,190.0,390,7,2,5,3,7,1,0,9,34
PN-101044,71,POWER PLANT,AIRBUS,A321-200,YOK,6830,3620,,2870,2,1,0,1,0,0,2,2,8
PN-101045,24,ELECTRICAL POWER,AIRBUS,A321neo,VAR,500,200,130.0,240,2,1,0,1,0,0,0,0,4
PN-101046,27,FLIGHT CONTROLS,AIRBUS,A321neo,YOK,3500,1720,,780,1,1,0,1,0,0,1,2,6
PN-101047,49,AIRBORNE AUXILIARY POWER (APU),BOEING,787-9,YOK,19760,11590,,4260,5,1,0,5,4,1,0,2,18
PN-101048,56,WINDOWS,AIRBUS,A320-200,VAR,100,50,50.0,50,1,0,0,0,0,0,0,1,2
PN-101049,24,ELECTRICAL POWER,BOEING,737 MAX 8,VAR,1780,280,60.0,130,4,0,1,1,0,1,1,2,10
PN-101050,35,OXYGEN,BOEING,737 MAX 8,VAR,3200,1800,720.0,1090,2,0,1,0,0,0,1,0,4
PN-101051,30,ICE & RAIN PROTECTION,AIRBUS,A330-300,YOK,3010,1600,,890,1,1,0,0,0,0,1,0,3
PN-101052,35,OXYGEN,AIRBUS,A321-200,YOK,22790,15470,,8620,1,0,0,0,0,0,0,1,2
PN-101053,79,OIL,AIRBUS,A330-200,YOK,7290,4210,,1230,4,1,0,1,0,0,2,1,9
PN-101054,22,AUTO FLIGHT,AIRBUS,A321-200,YOK,2230,1100,,1780,1,0,0,1,0,0,0,0,2
PN-101055,80,STARTING,BOEING,737-900ER,VAR,1820,390,230.0,380,2,2,0,0,1,0,0,5,10
PN-101056,32,LANDING GEAR,AIRBUS,A330-200,YOK,180,70,,50,2,1,0,1,0,1,0,2,7
PN-101057,73,ENGINE FUEL AND CONTROL,BOEING,777-300ER,YOK,2580,790,,460,1,0,0,3,0,0,0,5,9
PN-101058,32,LANDING GEAR,AIRBUS,A350-900,YOK,3300,1710,,780,10,3,0,8,4,2,1,8,36
PN-101059,29,HYDRAULIC POWER,AIRBUS,A330-200,VAR,860,450,320.0,570,3,0,0,2,1,0,0,2,8
PN-101060,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,4110,1640,,650,9,1,0,2,1,1,1,4,19
PN-101061,56,WINDOWS,AIRBUS,A330-200,VAR,560,210,50.0,50,1,0,0,0,0,0,0,0,1
PN-101062,24,ELECTRICAL POWER,BOEING,777-300ER,YOK,2420,1360,,500,2,1,0,0,0,1,0,1,5
PN-101063,71,POWER PLANT,AIRBUS,A320-200,VAR,4410,1880,1180.0,1870,3,0,1,0,1,1,1,1,8
PN-101064,72,ENGINE,BOEING,787-9,YOK,2360,1460,,680,19,3,0,15,3,13,1,13,67
PN-101065,31,INDICATING / RECORDING SYSTEMS,BOEING,737 MAX 8,YOK,8210,1460,,840,0,0,0,0,0,0,0,1,1
PN-101066,79,OIL,BOEING,737 MAX 8,YOK,3180,1150,,510,1,0,0,1,0,1,0,3,6
PN-101067,52,DOORS,AIRBUS,A321neo,YOK,600,130,,120,6,1,0,1,1,1,1,5,16
PN-101068,29,HYDRAULIC POWER,BOEING,737 MAX 8,VAR,4280,1630,1210.0,2010,2,1,0,0,0,0,0,1,4
PN-101069,21,AIR CONDITIONING,AIRBUS,A321-200,VAR,2420,1130,280.0,380,2,1,1,0,0,1,0,1,6
PN-101070,56,WINDOWS,BOEING,737-900ER,VAR,10320,5650,3010.0,5310,1,1,0,1,0,0,1,1,5
PN-101071,26,FIRE PROTECTION,AIRBUS,A320-200,YOK,8170,3220,,4110,1,0,0,1,0,1,0,1,4
PN-101072,72,ENGINE,AIRBUS,A321-200,YOK,2840,1470,,860,20,3,0,7,0,5,1,12,48
PN-101073,35,OXYGEN,AIRBUS,A321neo,YOK,14810,3370,,1050,2,1,0,2,1,0,0,0,6
